EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,Attrition,YearsAtCompany,YearsInCurrentRole,Education,EducationField,MaritalStatus,OverTime,DistanceFromHome,BusinessTravel,HireDate
E1669,35,Female,Research & Development,Laboratory Technician,9739,Yes,14,1,2,Medical,Divorced,Yes,27,Travel_Frequently,2015-11-12
E1670,38,Male,Research & Development,Manufacturing Director,8992,No,18,8,4,Medical,Single,Yes,14,Travel_Rarely,2015-07-08
E1671,39,Male,Research & Development,Healthcare Representative,10811,No,19,11,2,Marketing,Divorced,No,1,Non-Travel,2015-01-22
E1672,44,Male,Research & Development,Healthcare Representative,5529,No,5,1,3,Other,Married,No,5,Non-Travel,2020-02-01
E1673,58,Male,Research & Development,Research Director,8776,Yes,18,16,3,Human Resources,Divorced,No,19,Travel_Frequently,2015-09-17
E1674,30,Male,Sales,Sales Manager,5323,No,1,0,2,Life Sciences,Single,Yes,25,Travel_Frequently,2024-01-26
E1675,23,Female,IT,Software Engineer,6541,Yes,0,0,1,Medical,Married,No,27,Travel_Rarely,2025-12-12
E1676,56,Male,Sales,Sales Manager,7576,No,6,3,5,Medical,Single,No,14,Travel_Rarely,2019-08-26
E1677,28,Male,Sales,Sales Executive,7086,No,5,4,5,Technical Degree,Single,No,30,Travel_Frequently,2020-06-07
E1678,59,Male,Research & Development,Manufacturing Director,10460,No,25,13,3,Life Sciences,Single,Yes,17,Travel_Rarely,2015-08-13
E1679,34,Female,Research & Development,Research Scientist,9620,No,14,11,1,Human Resources,Divorced,Yes,10,Travel_Rarely,2015-07-19
E1680,59,Male,Research & Development,Research Director,11595,No,17,15,3,Life Sciences,Single,No,7,Travel_Rarely,2015-02-26
E1681,35,Female,Research & Development,Research Scientist,5030,Yes,2,2,5,Life Sciences,Divorced,No,20,Travel_Rarely,2023-03-19
E1682,22,Female,Human Resources,HR Executive,6402,Yes,2,2,2,Life Sciences,Single,No,29,Travel_Rarely,2023-09-08
E1683,21,Female,Research & Development,Research Director,7700,No,0,0,1,Technical Degree,Single,No,5,Non-Travel,2025-06-16
E1684,47,Male,Research & Development,Manufacturing Director,5811,No,7,1,5,Human Resources,Single,No,26,Non-Travel,2018-09-06
E1685,24,Male,Sales,Sales Executive,5710,No,1,0,2,Marketing,Single,No,29,Travel_Frequently,2024-05-21
E1686,24,Female,Sales,Sales Executive,8157,No,4,3,5,Marketing,Divorced,No,12,Travel_Rarely,2021-09-18
E1687,52,Male,Research & Development,Healthcare Representative,5113,Yes,1,1,5,Medical,Married,No,27,Travel_Frequently,2024-07-07
E1688,22,Male,Research & Development,Laboratory Technician,8453,Yes,2,2,3,Human Resources,Married,No,9,Travel_Rarely,2023-05-21
E1689,44,Female,Sales,Sales Manager,3628,No,0,0,4,Human Resources,Single,Yes,6,Travel_Frequently,2025-06-19
E1690,58,Female,Finance,Financial Analyst,9607,Yes,8,3,4,Other,Divorced,No,28,Travel_Frequently,2017-03-06
E1691,54,Female,Research & Development,Manufacturing Director,10045,No,13,12,2,Medical,Single,No,30,Travel_Rarely,2015-10-18
E1692,54,Female,Sales,Sales Executive,8706,No,10,6,5,Life Sciences,Single,No,26,Travel_Rarely,2015-03-17
E1693,48,Female,Finance,Financial Analyst,8145,Yes,0,0,5,Medical,Married,No,21,Travel_Rarely,2025-05-20
E1694,55,Female,Sales,Sales Manager,4953,Yes,2,0,2,Medical,Divorced,No,8,Travel_Frequently,2023-05-21
E1695,52,Female,Human Resources,HR Executive,7383,No,18,17,1,Other,Married,No,9,Travel_Rarely,2015-01-22
E1696,24,Female,Sales,Sales Executive,4659,Yes,0,0,4,Life Sciences,Divorced,No,27,Travel_Rarely,2025-04-14
E1697,43,Female,Sales,Sales Manager,7616,Yes,13,7,2,Human Resources,Single,Yes,30,Travel_Rarely,2015-07-11
E1698,57,Female,Research & Development,Healthcare Representative,7852,No,6,6,1,Medical,Divorced,No,3,Travel_Rarely,2019-06-23
E1699,54,Male,Research & Development,Research Director,9482,No,16,15,2,Marketing,Single,No,10,Travel_Frequently,2015-11-07
E1700,35,Female,Research & Development,Research Scientist,7763,No,13,5,4,Medical,Divorced,No,15,Travel_Frequently,2015-02-10
E1701,57,Male,Sales,Sales Representative,9061,No,19,10,5,Technical Degree,Divorced,No,5,Non-Travel,2015-05-27
E1702,30,Male,IT,Software Engineer,6742,No,6,6,1,Other,Single,Yes,14,Non-Travel,2019-08-21
E1703,47,Female,Finance,Accountant,8258,Yes,4,4,3,Human Resources,Divorced,No,29,Travel_Frequently,2021-06-10
E1704,48,Female,Sales,Sales Representative,10931,No,20,9,5,Life Sciences,Single,No,19,Non-Travel,2015-08-12
E1705,44,Female,Research & Development,Research Director,10957,No,14,11,5,Human Resources,Divorced,No,2,Travel_Rarely,2015-09-18
E1706,40,Male,Sales,Sales Representative,5621,No,4,1,3,Marketing,Single,No,4,Travel_Rarely,2021-12-11
E1707,38,Female,Research & Development,Laboratory Technician,8681,No,3,2,2,Life Sciences,Divorced,No,25,Non-Travel,2022-09-05
E1708,20,Female,Research & Development,Laboratory Technician,5208,Yes,0,0,4,Human Resources,Single,No,24,Travel_Frequently,2025-06-25
E1709,48,Female,Human Resources,HR Executive,8526,No,15,4,2,Other,Single,No,24,Travel_Rarely,2015-02-14
E1710,52,Male,Sales,Sales Manager,11564,Yes,22,1,2,Human Resources,Divorced,No,11,Travel_Frequently,2015-06-11
E1711,35,Male,IT,Software Engineer,11287,No,12,3,4,Marketing,Single,No,24,Travel_Rarely,2015-12-11
E1712,20,Female,IT,Data Analyst,6128,Yes,0,0,4,Other,Divorced,No,20,Travel_Rarely,2025-04-24
E1713,39,Male,Research & Development,Laboratory Technician,9923,No,9,7,1,Medical,Single,No,10,Non-Travel,2016-01-26
E1714,48,Female,Finance,Accountant,9219,No,7,6,3,Other,Married,No,4,Travel_Frequently,2018-01-28
E1715,58,Female,Finance,Accountant,11234,No,21,9,5,Marketing,Married,No,2,Travel_Frequently,2015-01-15
E1716,45,Female,Finance,Accountant,6745,Yes,1,1,4,Medical,Divorced,Yes,15,Non-Travel,2024-08-16
E1717,59,Female,Finance,Financial Analyst,5501,Yes,4,4,3,Marketing,Divorced,Yes,23,Travel_Rarely,2021-02-26
E1718,32,Male,Sales,Sales Manager,5647,Yes,8,3,5,Other,Single,No,7,Non-Travel,2017-06-14
E1719,26,Female,Finance,Finance Manager,9130,No,6,0,2,Life Sciences,Married,Yes,25,Travel_Frequently,2019-04-29
E1720,28,Female,Research & Development,Research Director,5852,Yes,1,0,2,Life Sciences,Divorced,No,20,Travel_Rarely,2024-11-22
E1721,40,Female,Finance,Accountant,9210,No,16,8,4,Technical Degree,Married,No,19,Travel_Rarely,2015-06-04
E1722,38,Male,Research & Development,Research Director,7950,No,12,11,2,Human Resources,Single,No,15,Travel_Rarely,2015-09-12
E1723,26,Female,Research & Development,Healthcare Representative,7025,Yes,2,2,5,Medical,Single,Yes,16,Travel_Rarely,2023-10-20
E1724,34,Male,Research & Development,Healthcare Representative,8098,No,12,6,5,Human Resources,Married,Yes,23,Non-Travel,2015-05-10
E1725,51,Female,Sales,Sales Manager,7538,No,10,3,1,Life Sciences,Married,No,28,Travel_Frequently,2015-02-04
E1726,53,Male,Finance,Financial Analyst,7790,No,5,3,5,Technical Degree,Single,No,21,Travel_Frequently,2020-09-22
E1727,27,Female,Research & Development,Manufacturing Director,8899,No,4,2,5,Other,Single,Yes,10,Travel_Frequently,2021-01-20
E1728,36,Female,Research & Development,Healthcare Representative,7774,Yes,14,14,3,Technical Degree,Single,No,1,Travel_Rarely,2015-06-19
E1729,32,Male,Research & Development,Laboratory Technician,7412,No,8,5,3,Other,Divorced,No,3,Non-Travel,2017-05-13
E1730,37,Female,Sales,Sales Executive,7636,No,13,5,1,Human Resources,Single,No,7,Travel_Rarely,2015-06-06
E1731,26,Male,Sales,Sales Manager,6939,No,6,4,3,Other,Divorced,No,20,Travel_Frequently,2019-04-10
E1732,33,Male,Sales,Sales Executive,8242,No,12,2,1,Medical,Divorced,No,29,Travel_Frequently,2015-03-17
E1733,52,Male,Research & Development,Manufacturing Director,8229,No,7,6,5,Marketing,Divorced,No,27,Travel_Rarely,2018-03-22
E1734,29,Female,IT,IT Manager,9856,No,8,7,2,Life Sciences,Married,No,12,Non-Travel,2017-05-21
E1735,33,Male,Research & Development,Research Director,7010,Yes,6,1,5,Marketing,Married,No,1,Travel_Rarely,2019-06-25
E1736,58,Female,Research & Development,Research Scientist,7622,Yes,1,1,3,Other,Single,No,9,Non-Travel,2024-02-04
E1737,58,Female,Finance,Accountant,11514,Yes,15,3,2,Medical,Single,No,5,Travel_Rarely,2015-08-31
E1738,23,Female,Sales,Sales Manager,5903,No,0,0,3,Other,Single,No,11,Non-Travel,2025-03-28
E1739,45,Female,IT,Software Engineer,12020,Yes,21,2,1,Marketing,Divorced,Yes,15,Travel_Rarely,2015-02-01
E1740,20,Female,Sales,Sales Manager,7260,Yes,0,0,1,Human Resources,Married,No,23,Travel_Rarely,2025-03-19
E1741,31,Female,Sales,Sales Executive,9442,Yes,9,0,2,Marketing,Divorced,No,3,Travel_Frequently,2016-02-17
E1742,28,Female,Human Resources,HR Recruiter,3425,Yes,0,0,2,Medical,Married,No,14,Non-Travel,2025-06-20
E1743,36,Male,Sales,Sales Representative,9579,No,15,11,1,Human Resources,Married,No,6,Travel_Rarely,2015-10-24
E1744,42,Female,IT,System Administrator,8317,No,6,5,4,Marketing,Single,Yes,7,Non-Travel,2019-07-11
E1745,28,Female,Research & Development,Research Director,6629,No,5,4,1,Medical,Married,Yes,12,Travel_Rarely,2020-06-25
E1746,42,Female,IT,Data Analyst,7889,Yes,5,4,5,Other,Married,No,19,Travel_Frequently,2020-05-07
E1747,58,Female,Sales,Sales Representative,11157,No,15,9,1,Technical Degree,Married,No,17,Travel_Frequently,2015-07-25
E1748,30,Male,Research & Development,Research Scientist,6878,No,4,4,1,Marketing,Single,No,2,Travel_Frequently,2021-03-02
E1749,29,Male,Sales,Sales Executive,7176,Yes,2,1,2,Medical,Divorced,Yes,3,Travel_Rarely,2023-07-31
E1750,42,Male,Sales,Sales Executive,10375,Yes,15,12,2,Life Sciences,Married,No,23,Travel_Rarely,2015-12-18
E1751,38,Female,Research & Development,Manufacturing Director,10371,Yes,12,5,2,Marketing,Married,No,25,Travel_Rarely,2015-02-06
E1752,24,Male,Research & Development,Research Director,5834,No,1,0,2,Technical Degree,Single,Yes,13,Travel_Rarely,2024-04-20
E1753,36,Female,Finance,Financial Analyst,5600,Yes,5,3,1,Other,Married,No,24,Travel_Frequently,2020-10-10
E1754,52,Female,Research & Development,Healthcare Representative,12448,No,21,15,1,Human Resources,Married,No,9,Travel_Rarely,2015-01-06
E1755,43,Male,Human Resources,HR Recruiter,6467,No,5,4,5,Marketing,Single,No,30,Travel_Rarely,2020-05-29
E1756,23,Female,IT,System Administrator,6413,No,2,0,3,Marketing,Married,No,22,Travel_Rarely,2023-12-12
E1757,37,Male,Finance,Finance Manager,9575,No,9,6,1,Marketing,Divorced,No,20,Travel_Rarely,2016-07-04
E1758,54,Male,Sales,Sales Executive,4666,No,4,3,2,Other,Divorced,No,20,Travel_Rarely,2021-10-19
E1759,29,Male,Research & Development,Research Scientist,6552,No,6,5,4,Life Sciences,Single,No,14,Non-Travel,2019-04-15
E1760,47,Male,Human Resources,HR Executive,11771,No,25,8,4,Medical,Married,Yes,19,Travel_Rarely,2015-10-20
E1761,22,Female,Sales,Sales Manager,5394,No,0,0,4,Other,Single,Yes,26,Travel_Rarely,2025-01-18
E1762,40,Male,Finance,Finance Manager,8488,Yes,7,0,5,Technical Degree,Divorced,Yes,23,Travel_Rarely,2018-09-09
E1763,55,Male,Research & Development,Research Director,8097,No,10,5,2,Human Resources,Divorced,No,16,Travel_Rarely,2015-07-13
E1764,25,Female,Research & Development,Healthcare Representative,5682,No,4,0,4,Life Sciences,Single,No,15,Travel_Frequently,2021-07-09
E1765,46,Male,Research & Development,Research Director,10865,Yes,24,23,5,Life Sciences,Single,No,13,Travel_Rarely,2015-10-12
E1766,30,Female,Research & Development,Laboratory Technician,8813,No,8,5,3,Other,Single,Yes,25,Travel_Frequently,2017-06-07
E1767,52,Female,Finance,Accountant,9449,No,7,7,2,Technical Degree,Married,No,30,Travel_Rarely,2018-06-10
E1768,31,Male,Finance,Finance Manager,6129,No,6,5,2,Medical,Divorced,No,20,Travel_Frequently,2019-03-11
E1769,21,Female,Research & Development,Research Director,7482,Yes,0,0,4,Human Resources,Divorced,Yes,20,Non-Travel,2025-10-07
E1770,31,Female,Research & Development,Laboratory Technician,7740,Yes,11,2,4,Medical,Divorced,Yes,15,Travel_Frequently,2015-06-15
E1771,58,Female,IT,Software Engineer,7658,Yes,5,3,5,Technical Degree,Married,No,14,Travel_Rarely,2020-08-29
E1772,58,Male,IT,Software Engineer,11669,No,14,4,4,Technical Degree,Single,No,17,Travel_Rarely,2015-01-31
E1773,27,Male,Finance,Finance Manager,5853,No,5,5,3,Life Sciences,Married,No,7,Travel_Frequently,2020-06-04
E1774,35,Female,IT,System Administrator,7306,No,10,7,1,Medical,Single,No,20,Travel_Rarely,2015-08-05
E1775,38,Female,IT,IT Manager,7523,No,5,5,2,Medical,Divorced,No,5,Travel_Rarely,2020-03-17
E1776,33,Female,Research & Development,Research Scientist,8482,No,2,0,4,Technical Degree,Divorced,No,17,Non-Travel,2023-03-08
E1777,52,Female,Research & Development,Healthcare Representative,8918,Yes,16,15,1,Marketing,Single,No,1,Travel_Rarely,2015-07-13
E1778,27,Male,Sales,Sales Manager,6828,Yes,5,3,4,Other,Single,No,2,Non-Travel,2020-04-21
E1779,54,Male,Sales,Sales Manager,10476,Yes,25,18,2,Medical,Divorced,No,23,Travel_Frequently,2015-08-17
E1780,55,Female,IT,IT Manager,5602,Yes,2,2,2,Human Resources,Divorced,Yes,8,Travel_Rarely,2023-09-26
E1781,40,Male,IT,Software Engineer,6239,No,6,0,2,Human Resources,Married,Yes,19,Travel_Rarely,2019-05-03
E1782,48,Male,Research & Development,Research Scientist,9662,No,18,14,2,Marketing,Divorced,No,16,Travel_Rarely,2015-11-11
E1783,35,Female,Sales,Sales Manager,7587,No,8,8,4,Life Sciences,Married,No,6,Non-Travel,2017-01-20
E1784,24,Female,Research & Development,Laboratory Technician,7639,Yes,2,1,2,Marketing,Divorced,Yes,8,Travel_Rarely,2023-11-14
E1785,59,Male,Research & Development,Manufacturing Director,12418,No,18,10,2,Human Resources,Divorced,No,28,Travel_Rarely,2015-03-21
E1786,37,Male,IT,System Administrator,8311,No,8,4,3,Technical Degree,Married,No,27,Travel_Rarely,2017-05-06
E1787,23,Female,Research & Development,Research Director,6251,No,2,0,3,Marketing,Married,No,7,Travel_Rarely,2023-02-05
E1788,32,Male,Research & Development,Healthcare Representative,10227,Yes,9,7,4,Other,Divorced,Yes,24,Travel_Rarely,2016-04-20
E1789,51,Male,Finance,Accountant,6850,No,8,6,3,Technical Degree,Married,No,18,Travel_Rarely,2017-02-26
E1790,46,Male,Sales,Sales Manager,7324,Yes,4,2,3,Human Resources,Divorced,No,18,Travel_Frequently,2021-03-06
E1791,40,Female,Sales,Sales Executive,7094,Yes,14,5,3,Marketing,Divorced,No,22,Travel_Frequently,2015-04-05
E1792,47,Female,Sales,Sales Representative,12104,No,25,16,5,Marketing,Divorced,No,2,Travel_Rarely,2015-01-25
E1793,56,Male,Research & Development,Research Scientist,10157,No,17,5,1,Other,Married,No,25,Travel_Frequently,2015-09-30
E1794,41,Male,IT,Data Analyst,5976,No,5,4,4,Life Sciences,Married,No,27,Travel_Rarely,2020-02-05
E1795,20,Male,Finance,Financial Analyst,5120,No,0,0,3,Human Resources,Married,No,25,Travel_Frequently,2025-05-27
E1796,56,Male,Finance,Accountant,6083,No,6,1,1,Medical,Divorced,No,28,Travel_Rarely,2019-10-19
E1797,33,Male,IT,Data Analyst,9583,No,4,3,1,Medical,Married,Yes,12,Travel_Rarely,2021-10-10
E1798,33,Female,Sales,Sales Manager,5868,No,0,0,1,Life Sciences,Single,No,19,Travel_Rarely,2025-05-17
E1799,33,Male,Research & Development,Laboratory Technician,6208,No,7,5,5,Marketing,Married,No,26,Travel_Rarely,2018-02-27
E1800,46,Female,Sales,Sales Representative,7568,No,3,2,2,Other,Single,No,10,Travel_Frequently,2022-07-04
E1801,37,Female,IT,Software Engineer,5809,No,1,0,4,Life Sciences,Single,Yes,23,Travel_Rarely,2024-10-20
E1802,59,Female,Human Resources,HR Manager,4785,No,5,1,3,Life Sciences,Single,No,6,Travel_Rarely,2020-06-01
E1803,36,Female,Research & Development,Manufacturing Director,7123,No,0,0,2,Technical Degree,Single,Yes,28,Travel_Rarely,2025-12-18
E1804,30,Male,Human Resources,HR Executive,6209,No,0,0,4,Technical Degree,Divorced,Yes,16,Travel_Rarely,2025-07-06
E1805,39,Female,Finance,Financial Analyst,8581,Yes,15,10,5,Medical,Single,No,28,Travel_Rarely,2015-03-07
E1806,26,Female,Sales,Sales Executive,6129,No,2,0,3,Other,Married,No,10,Travel_Frequently,2023-02-21
E1807,28,Female,Research & Development,Manufacturing Director,8099,Yes,6,5,1,Medical,Single,No,21,Travel_Rarely,2019-06-25
E1808,30,Female,Finance,Financial Analyst,7406,No,5,4,5,Technical Degree,Married,Yes,28,Non-Travel,2020-12-27
E1809,27,Female,Sales,Sales Representative,6152,No,5,1,4,Other,Single,No,18,Travel_Frequently,2020-07-13
E1810,43,Female,Research & Development,Research Scientist,10423,No,20,4,5,Other,Married,No,4,Travel_Rarely,2015-10-06
E1811,25,Male,Research & Development,Healthcare Representative,7055,Yes,3,1,3,Human Resources,Divorced,Yes,24,Travel_Frequently,2022-04-15
E1812,43,Male,Research & Development,Healthcare Representative,13359,No,22,11,5,Medical,Divorced,No,28,Travel_Rarely,2015-03-27
E1813,37,Male,Research & Development,Laboratory Technician,9736,No,12,8,1,Life Sciences,Married,Yes,10,Travel_Frequently,2015-07-19
E1814,59,Male,Sales,Sales Manager,5351,No,1,0,2,Technical Degree,Single,No,26,Travel_Frequently,2024-06-04
E1815,24,Male,Sales,Sales Representative,5274,Yes,2,1,3,Life Sciences,Divorced,Yes,9,Travel_Rarely,2023-10-22
E1816,58,Female,Sales,Sales Manager,9139,Yes,7,7,1,Other,Married,No,5,Non-Travel,2018-01-29
E1817,27,Female,Research & Development,Manufacturing Director,8981,No,6,1,5,Human Resources,Married,Yes,24,Travel_Rarely,2019-03-09
E1818,46,Male,Research & Development,Research Director,10988,No,20,8,1,Life Sciences,Single,No,12,Travel_Frequently,2015-05-24
E1819,57,Female,Research & Development,Laboratory Technician,12379,Yes,21,15,1,Human Resources,Single,Yes,27,Travel_Rarely,2015-02-23
E1820,46,Female,Research & Development,Healthcare Representative,10240,No,22,20,4,Other,Single,No,13,Travel_Rarely,2015-06-27
E1821,26,Female,Research & Development,Manufacturing Director,7613,No,3,3,3,Technical Degree,Single,No,8,Travel_Rarely,2022-12-18
E1822,33,Female,Sales,Sales Executive,9207,Yes,11,2,2,Marketing,Married,No,24,Travel_Rarely,2015-06-28
E1823,59,Female,Research & Development,Manufacturing Director,9456,No,20,6,3,Medical,Single,No,29,Travel_Rarely,2015-07-15
E1824,55,Female,Research & Development,Healthcare Representative,12182,No,24,5,4,Marketing,Single,Yes,20,Travel_Frequently,2015-10-03
E1825,26,Female,Research & Development,Research Director,5919,No,4,0,2,Other,Married,Yes,18,Travel_Rarely,2021-03-16
E1826,34,Female,IT,Data Analyst,9526,Yes,10,2,4,Technical Degree,Married,Yes,20,Travel_Rarely,2015-09-15
E1827,57,Female,Research & Development,Healthcare Representative,12924,No,20,8,2,Marketing,Divorced,No,30,Travel_Rarely,2015-07-18
E1828,35,Male,Sales,Sales Manager,6519,No,3,3,3,Other,Divorced,No,24,Travel_Frequently,2022-04-17
E1829,23,Female,Research & Development,Healthcare Representative,5355,Yes,3,3,1,Marketing,Married,No,21,Non-Travel,2022-04-22
E1830,37,Female,Human Resources,HR Executive,5555,No,0,0,2,Other,Married,No,13,Travel_Rarely,2025-02-28
E1831,56,Female,Research & Development,Laboratory Technician,5290,No,4,4,3,Human Resources,Single,Yes,25,Travel_Frequently,2021-03-31
E1832,30,Male,Sales,Sales Representative,6601,No,3,1,3,Life Sciences,Single,No,4,Non-Travel,2022-02-28
E1833,46,Female,IT,System Administrator,11844,Yes,22,10,3,Technical Degree,Single,Yes,14,Travel_Rarely,2015-03-12
E1834,60,Male,Sales,Sales Manager,6007,No,10,1,1,Other,Married,Yes,18,Travel_Rarely,2015-05-17
E1835,44,Female,Sales,Sales Representative,4914,Yes,0,0,4,Medical,Divorced,Yes,20,Travel_Rarely,2025-03-16
E1836,58,Female,IT,Data Analyst,11997,Yes,18,5,1,Marketing,Married,Yes,18,Travel_Rarely,2015-08-14
E1837,26,Female,Research & Development,Laboratory Technician,5635,No,1,0,4,Life Sciences,Divorced,No,13,Travel_Rarely,2024-02-27
E1838,51,Male,Research & Development,Laboratory Technician,12932,No,25,11,5,Life Sciences,Divorced,No,23,Travel_Rarely,2015-01-22
E1839,54,Male,IT,System Administrator,8962,Yes,9,2,4,Technical Degree,Single,No,13,Travel_Rarely,2016-07-22
E1840,59,Female,Research & Development,Research Director,8875,Yes,9,4,5,Other,Divorced,Yes,29,Travel_Rarely,2016-04-23
E1841,21,Male,Human Resources,HR Recruiter,5739,No,1,0,5,Human Resources,Single,No,14,Travel_Rarely,2024-06-17
E1842,26,Female,Sales,Sales Executive,6573,Yes,1,1,1,Life Sciences,Married,No,20,Travel_Rarely,2024-09-09
E1843,35,Female,IT,Software Engineer,7681,No,5,1,5,Other,Married,Yes,8,Non-Travel,2020-06-16
E1844,33,Female,Research & Development,Manufacturing Director,8336,No,6,0,4,Marketing,Divorced,No,7,Travel_Rarely,2019-01-14
E1845,28,Male,Sales,Sales Representative,4800,No,1,0,5,Marketing,Single,No,6,Non-Travel,2024-02-09
E1846,45,Female,Human Resources,HR Recruiter,9072,Yes,17,8,1,Human Resources,Married,No,7,Travel_Rarely,2015-05-26
E1847,27,Male,Research & Development,Research Scientist,4584,Yes,0,0,4,Human Resources,Married,No,8,Travel_Rarely,2025-06-16
E1848,52,Male,Research & Development,Research Scientist,12638,Yes,24,1,2,Marketing,Married,No,30,Travel_Rarely,2015-06-12
E1849,38,Male,Research & Development,Laboratory Technician,6409,No,7,3,2,Human Resources,Divorced,No,27,Travel_Rarely,2018-09-30
E1850,23,Male,Research & Development,Manufacturing Director,5561,Yes,0,0,2,Life Sciences,Divorced,No,2,Travel_Rarely,2025-06-05
E1851,56,Male,Research & Development,Research Director,8273,No,7,0,5,Other,Married,No,30,Travel_Rarely,2018-02-15
E1852,51,Female,Research & Development,Laboratory Technician,10712,No,11,7,3,Other,Divorced,No,5,Travel_Rarely,2015-08-21
E1853,43,Male,IT,Data Analyst,11807,No,13,0,4,Medical,Divorced,No,8,Travel_Rarely,2015-03-15
E1854,49,Female,Research & Development,Research Director,9828,Yes,14,5,2,Medical,Single,Yes,17,Travel_Frequently,2015-08-26
E1855,49,Female,IT,IT Manager,8339,No,11,3,3,Human Resources,Married,No,15,Travel_Rarely,2015-06-07
E1856,44,Female,Research & Development,Laboratory Technician,8452,Yes,5,0,5,Medical,Divorced,Yes,24,Travel_Rarely,2020-05-20
E1857,49,Male,Sales,Sales Representative,12943,Yes,23,10,1,Marketing,Single,Yes,1,Travel_Rarely,2015-09-07
E1858,33,Female,Sales,Sales Executive,10356,No,13,9,3,Life Sciences,Divorced,No,10,Travel_Rarely,2015-07-05
E1859,54,Female,Sales,Sales Executive,5305,No,5,4,2,Technical Degree,Single,No,4,Travel_Frequently,2020-03-20
E1860,30,Male,Research & Development,Research Director,9881,No,9,5,5,Marketing,Married,Yes,16,Non-Travel,2016-01-16
E1861,59,Female,Sales,Sales Executive,10776,Yes,21,3,1,Marketing,Divorced,No,26,Non-Travel,2015-03-18
E1862,46,Male,Research & Development,Healthcare Representative,8523,No,11,8,2,Other,Married,No,2,Travel_Rarely,2015-04-09
E1863,49,Male,Sales,Sales Manager,8847,No,10,0,2,Technical Degree,Married,Yes,13,Travel_Rarely,2015-03-27
E1864,41,Female,Sales,Sales Representative,11263,No,16,10,3,Marketing,Single,No,16,Non-Travel,2015-07-28
E1865,40,Male,Sales,Sales Manager,3539,No,0,0,5,Medical,Single,No,5,Non-Travel,2025-10-27
E1866,59,Male,Sales,Sales Representative,7441,Yes,4,3,2,Other,Single,Yes,5,Travel_Rarely,2021-03-09
E1867,34,Male,Sales,Sales Manager,4262,No,0,0,2,Other,Married,Yes,27,Travel_Frequently,2025-11-21
E1868,57,Male,Sales,Sales Manager,9878,No,14,0,5,Human Resources,Single,Yes,29,Travel_Frequently,2015-09-17
E1869,40,Male,Sales,Sales Executive,4778,No,5,5,3,Marketing,Divorced,Yes,14,Travel_Rarely,2020-06-13
E1870,38,Male,IT,IT Manager,8133,No,2,0,4,Life Sciences,Divorced,Yes,25,Travel_Frequently,2023-12-01
E1871,25,Female,Sales,Sales Manager,6503,No,4,4,4,Marketing,Married,No,12,Travel_Rarely,2021-06-30
E1872,34,Male,Research & Development,Laboratory Technician,4581,No,0,0,4,Technical Degree,Married,No,30,Travel_Rarely,2025-01-12
E1873,21,Male,Finance,Accountant,5438,Yes,1,0,2,Medical,Divorced,No,22,Non-Travel,2024-06-19
E1874,29,Female,Sales,Sales Representative,7235,No,5,0,5,Marketing,Single,No,28,Travel_Rarely,2020-09-22
E1875,30,Female,Research & Development,Research Director,8524,Yes,10,5,3,Medical,Single,No,20,Travel_Rarely,2015-12-04
E1876,39,Male,Research & Development,Research Scientist,10474,No,10,4,3,Other,Single,No,11,Travel_Rarely,2015-02-15
E1877,43,Female,Sales,Sales Representative,6606,No,7,5,3,Human Resources,Married,No,16,Travel_Rarely,2018-09-17
E1878,40,Male,Sales,Sales Executive,8333,No,18,7,1,Technical Degree,Single,No,29,Travel_Frequently,2015-05-02
E1879,37,Male,Research & Development,Healthcare Representative,8958,No,14,12,2,Medical,Divorced,No,16,Travel_Rarely,2015-04-09
E1880,37,Female,Research & Development,Laboratory Technician,10988,Yes,15,6,2,Human Resources,Divorced,Yes,29,Travel_Rarely,2015-11-06
E1881,39,Female,Research & Development,Research Scientist,7064,No,6,2,3,Technical Degree,Single,No,3,Travel_Rarely,2019-10-21
E1882,40,Male,Sales,Sales Representative,7763,No,8,4,1,Life Sciences,Single,No,11,Non-Travel,2017-05-14
E1883,44,Male,Research & Development,Manufacturing Director,9161,No,20,10,3,Marketing,Divorced,No,2,Travel_Frequently,2015-11-27
E1884,28,Female,Sales,Sales Manager,5440,Yes,1,0,1,Marketing,Married,No,8,Travel_Rarely,2024-11-27
E1885,45,Male,Finance,Accountant,11099,No,16,12,3,Medical,Single,No,4,Travel_Rarely,2015-11-25
E1886,34,Female,Sales,Sales Manager,6098,No,0,0,5,Marketing,Married,No,5,Travel_Rarely,2025-12-10
E1887,38,Female,Research & Development,Healthcare Representative,6874,Yes,0,0,2,Human Resources,Married,No,7,Travel_Rarely,2025-01-23
E1888,52,Male,Research & Development,Manufacturing Director,7801,No,12,8,2,Medical,Divorced,No,13,Travel_Rarely,2015-03-19
E1889,27,Female,IT,System Administrator,8785,No,7,7,1,Other,Single,Yes,26,Travel_Rarely,2018-12-19
E1890,33,Female,Human Resources,HR Recruiter,7828,No,5,0,2,Medical,Married,Yes,1,Travel_Rarely,2020-05-09
E1891,49,Female,Research & Development,Manufacturing Director,12628,Yes,19,15,1,Human Resources,Single,Yes,1,Non-Travel,2015-09-09
E1892,48,Female,IT,IT Manager,10541,Yes,23,3,3,Life Sciences,Married,Yes,14,Travel_Rarely,2015-03-23
E1893,39,Male,Finance,Financial Analyst,8164,No,8,3,1,Life Sciences,Single,No,6,Travel_Frequently,2017-05-14
